	home_id	last_scraped	price	number_of_reviews	scores_overall	scores_accuracy	scores_cleanliness	scores_checkin	scores_communication	scores_location	scores_value	reviews_per_month
336	4279876	2016-01-04	95	64	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.31
337	3870253	2016-01-04	175	39	97.0	10.0	10.0	10.0	10.0	9.0	10.0	2.38
338	2187563	2016-01-04	160	37	93.0	10.0	10.0	10.0	10.0	10.0	9.0	1.89
339	3889299	2016-01-04	40	2	90.0	8.0	8.0	10.0	10.0	10.0	10.0	0.47
341	1184846	2016-01-04	120	32	96.0	10.0	10.0	10.0	10.0	10.0	9.0	1.07
342	3626162	2016-01-04	66	33	96.0	10.0	10.0	10.0	10.0	10.0	10.0	1.99
343	456040	2016-01-04	55	207	96.0	10.0	10.0	10.0	10.0	10.0	10.0	4.68
345	4340838	2016-01-04	85	37	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.01
346	808811	2016-01-04	175	45	90.0	9.0	8.0	10.0	10.0	10.0	9.0	1.58
347	7368030	2016-01-04	105	1	80.0	10.0	10.0	10.0	10.0	10.0	10.0	0.2
348	522287	2016-01-04	55	203	95.0	9.0	10.0	10.0	10.0	10.0	9.0	4.7
349	1940787	2016-01-04	150	6	97.0	10.0	10.0	10.0	10.0	9.0	9.0	0.35
350	3732103	2016-01-04	40	6	93.0	9.0	8.0	9.0	10.0	9.0	10.0	0.35
351	43373	2016-01-04	59	182	93.0	9.0	9.0	10.0	10.0	10.0	9.0	2.77
352	5126365	2016-01-04	80	3	73.0	8.0	7.0	7.0	8.0	9.0	7.0	0.3
353	7182584	2016-01-04	200	3	80.0	9.0	9.0	10.0	9.0	9.0	7.0	0.99
354	5325214	2016-01-04	60	14	91.0	9.0	9.0	10.0	9.0	10.0	10.0	1.32
355	2710274	2016-01-04	59	86	93.0	9.0	9.0	10.0	10.0	10.0	9.0	4.06
356	5128160	2016-01-04	575	5	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.79
357	3424114	2016-01-04	40	4	93.0	10.0	9.0	9.0	10.0	9.0	10.0	0.23
358	2776890	2016-01-04	139	21	92.0	10.0	9.0	9.0	10.0	10.0	9.0	1.29
359	4521755	2016-01-04	70	12	95.0	10.0	10.0	10.0	10.0	10.0	9.0	1.41
360	3456599	2016-01-04	85	35	94.0	10.0	10.0	10.0	10.0	10.0	9.0	2.05
363	1252740	2016-01-04	70	66	97.0	10.0	9.0	10.0	10.0	10.0	10.0	2.25
364	4250938	2016-01-04	166	2	90.0	10.0	9.0	10.0	10.0	9.0	8.0	0.2
365	3791920	2016-01-04	99	70	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.23
366	4258762	2016-01-04	110	25	92.0	10.0	9.0	10.0	10.0	10.0	9.0	1.73
367	7364146	2016-01-04	100	6	97.0	10.0	10.0	10.0	10.0	9.0	10.0	1.51
368	6765045	2016-01-04	250	5	88.0	8.0	8.0	9.0	9.0	9.0	8.0	0.88
369	3193738	2016-01-04	150	2	90.0	9.0	8.0	7.0	9.0	10.0	10.0	0.13
370	8765219	2016-01-04	200	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.98
371	8174285	2016-01-04	95	1	80.0	8.0	8.0	10.0	10.0	10.0	8.0	0.41
372	3403638	2016-01-04	40	6	84.0	7.0	8.0	9.0	9.0	9.0	8.0	0.35
373	7601333	2016-01-04	215	5	92.0	10.0	9.0	10.0	10.0	10.0	9.0	1.06
374	6707735	2016-01-04	110	46	97.0	10.0	10.0	10.0	10.0	10.0	9.0	6.57
375	7322718	2016-01-04	249	1	80.0	10.0	10.0	10.0	10.0	10.0	10.0	0.19
376	3783162	2016-01-04	295	41	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.41
377	6606	2016-01-04	90	52	93.0	9.0	9.0	10.0	9.0	10.0	9.0	0.66
379	3971137	2016-01-04	85	5	88.0	10.0	10.0	10.0	10.0	10.0	9.0	0.37
380	3889050	2016-01-04	40	3	80.0	7.0	6.0	9.0	10.0	9.0	8.0	0.18
381	799882	2016-01-04	40	32	96.0	9.0	9.0	10.0	10.0	10.0	10.0	0.85
382	9508386	2016-01-04	245	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
383	6714817	2016-01-04	130	2	90.0	9.0	10.0	10.0	10.0	8.0	9.0	0.31
384	3773700	2016-01-04	210	6	93.0	10.0	9.0	10.0	10.0	10.0	9.0	0.36
385	3773568	2016-01-04	439	11	91.0	9.0	9.0	10.0	10.0	10.0	9.0	0.68
387	6492880	2016-01-04	95	13	90.0	10.0	10.0	9.0	9.0	10.0	10.0	1.79
388	4879013	2016-01-04	109	36	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.88
389	3732094	2016-01-04	40	5	88.0	8.0	7.0	9.0	9.0	9.0	9.0	0.3
390	873073	2016-01-04	175	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.43
391	234898	2016-01-04	80	69	96.0	10.0	10.0	10.0	10.0	10.0	10.0	1.38
392	8533375	2016-01-04	105	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.15
394	8418650	2016-01-04	100	12	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.56
395	3732076	2016-01-04	40	7	94.0	9.0	8.0	10.0	9.0	9.0	10.0	0.41
396	4608592	2016-01-04	160	30	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.45
397	4862719	2016-01-04	55	64	94.0	10.0	10.0	10.0	10.0	10.0	10.0	5.27
398	668169	2016-01-04	55	16	93.0	9.0	9.0	10.0	10.0	10.0	10.0	0.39
399	429453	2016-01-04	150	14	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.31
401	7459684	2016-01-04	95	17	93.0	10.0	10.0	10.0	10.0	9.0	9.0	3.98
402	5992645	2016-01-04	155	1	80.0	10.0	8.0	10.0	10.0	10.0	8.0	0.23
403	7917718	2016-01-04	55	17	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.72
404	2986056	2016-01-04	40	4	95.0	10.0	9.0	10.0	10.0	8.0	10.0	0.28
405	2011193	2016-01-04	250	4	93.0	10.0	9.0	10.0	10.0	10.0	9.0	0.24
406	3768626	2016-01-04	145	44	96.0	10.0	10.0	10.0	10.0	10.0	9.0	2.57
407	2026794	2016-01-04	54	100	91.0	9.0	9.0	10.0	10.0	10.0	9.0	4.18
408	9154294	2016-01-04	99	3	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.76
409	430610	2016-01-04	254	70	97.0	10.0	10.0	10.0	10.0	10.0	9.0	1.69
410	3231850	2016-01-04	100	84	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.52
411	2976798	2016-01-04	65	36	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.07
412	703058	2016-01-04	150	86	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.16
413	7826541	2016-01-04	140	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.23
414	240920	2016-01-04	45	15	97.0	10.0	9.0	10.0	10.0	10.0	10.0	0.36
415	6655233	2016-01-04	74	18	89.0	9.0	9.0	10.0	9.0	9.0	9.0	2.57
416	9866461	2016-01-04	60	1	80.0	10.0	8.0	10.0	10.0	10.0	10.0	1.0
418	1428687	2016-01-04	135	32	99.0	10.0	10.0	10.0	10.0	10.0	10.0	1.12
419	4803403	2016-01-04	85	10	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.89
420	11012	2016-01-04	310	47	95.0	10.0	9.0	9.0	9.0	10.0	9.0	0.65
421	3888924	2016-01-04	40	3	87.0	8.0	7.0	9.0	10.0	9.0	8.0	0.36
423	1114695	2016-01-04	245	38	95.0	10.0	10.0	10.0	10.0	10.0	9.0	1.22
424	1715582	2016-01-04	65	25	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.92
427	1214316	2016-01-04	57	83	92.0	9.0	9.0	10.0	10.0	10.0	9.0	2.63
428	7325455	2016-01-04	75	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
429	6325685	2016-01-04	120	44	98.0	10.0	10.0	10.0	10.0	10.0	10.0	5.87
430	9596	2016-01-04	120	32	88.0	9.0	9.0	9.0	9.0	10.0	9.0	0.58
431	9568491	2016-01-04	40	4	100.0	9.0	10.0	10.0	10.0	10.0	10.0	3.43
432	1747184	2016-01-04	490	24	99.0	10.0	10.0	10.0	10.0	10.0	10.0	1.29
433	8653843	2016-01-04	50	2	100.0	10.0	10.0	10.0	10.0	10.0	8.0	0.72
434	6727729	2016-01-04	200	5	96.0	10.0	10.0	10.0	10.0	9.0	10.0	0.81
435	3888986	2016-01-04	40	1	100.0	10.0	8.0	10.0	8.0	10.0	10.0	0.2
437	3652434	2016-01-04	95	88	97.0	10.0	10.0	10.0	10.0	10.0	10.0	5.88
438	7667990	2016-01-04	160	1	80.0	10.0	8.0	6.0	10.0	10.0	10.0	0.25
439	4047058	2016-01-04	55	49	95.0	10.0	10.0	10.0	10.0	10.0	10.0	3.08
440	7163934	2016-01-04	85	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.42
442	4653552	2016-01-04	144	32	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.74
444	506542	2016-01-04	115	86	95.0	10.0	10.0	10.0	10.0	10.0	9.0	1.98
445	4046863	2016-01-04	55	73	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.56
446	3915826	2016-01-04	95	11	98.0	10.0	10.0	10.0	10.0	10.0	10.0	0.7
448	1602488	2016-01-04	95	118	93.0	10.0	9.0	9.0	9.0	10.0	10.0	4.29
451	9167786	2016-01-04	50	1	80.0	8.0	10.0	10.0	10.0	10.0	8.0	0.65
452	5686435	2016-01-04	445	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.88
453	7939058	2016-01-04	75	7	97.0	10.0	9.0	10.0	10.0	9.0	10.0	1.54
454	8392801	2016-01-04	100	5	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.61
455	7404370	2016-01-04	130	2	80.0	9.0	9.0	10.0	10.0	10.0	10.0	0.37
456	3720511	2016-01-04	235	5	96.0	10.0	10.0	10.0	10.0	10.0	10.0	0.29
457	8193332	2016-01-04	100	1	80.0	10.0	10.0	10.0	10.0	10.0	8.0	0.86
458	7957904	2016-01-04	120	2	80.0	9.0	9.0	8.0	8.0	9.0	10.0	0.44
459	4555997	2016-01-04	80	21	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.23
460	2267088	2016-01-04	110	60	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.64
461	108468	2016-01-04	395	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.04
462	6400379	2016-01-04	88	21	94.0	10.0	10.0	9.0	9.0	10.0	9.0	3.07
463	5948003	2016-01-04	55	31	97.0	10.0	10.0	10.0	10.0	10.0	10.0	3.54
464	5058086	2016-01-04	145	23	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.76
465	1209255	2016-01-04	425	38	96.0	10.0	10.0	10.0	10.0	10.0	9.0	1.24
466	1914051	2016-01-04	114	66	95.0	10.0	10.0	10.0	10.0	10.0	10.0	2.89
467	2923529	2016-01-04	110	63	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.18
468	1027860	2016-01-04	300	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.07
469	2373176	2016-01-04	117	72	97.0	10.0	10.0	10.0	10.0	10.0	10.0	3.17
470	6404427	2016-01-04	275	28	99.0	10.0	10.0	10.0	10.0	10.0	10.0	4.26
471	8517602	2016-01-04	85	25	98.0	10.0	10.0	10.0	10.0	10.0	10.0	7.5
473	4583161	2016-01-04	53	27	96.0	10.0	9.0	10.0	10.0	9.0	9.0	2.07
474	7967844	2016-01-04	107	24	94.0	10.0	9.0	10.0	10.0	10.0	10.0	6.1
475	6562393	2016-01-04	348	6	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.97
476	7807087	2016-01-04	89	10	94.0	10.0	10.0	10.0	10.0	9.0	9.0	2.54
477	5405643	2016-01-04	89	52	99.0	10.0	10.0	10.0	10.0	10.0	10.0	5.98
478	7011200	2016-01-04	89	11	98.0	10.0	10.0	9.0	10.0	9.0	10.0	1.92
479	610989	2016-01-04	209	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.04
480	7839535	2016-01-04	76	4	95.0	10.0	10.0	9.0	9.0	10.0	9.0	1.13
481	4814894	2016-01-04	74	28	89.0	9.0	9.0	10.0	10.0	10.0	9.0	2.34
483	7492877	2016-01-04	180	7	94.0	10.0	10.0	9.0	9.0	9.0	9.0	1.3
484	6576228	2016-01-04	179	6	97.0	10.0	10.0	10.0	10.0	9.0	10.0	0.88
485	241016	2016-01-04	115	17	95.0	10.0	9.0	10.0	10.0	9.0	9.0	0.67
486	6968101	2016-01-04	140	8	97.0	10.0	9.0	10.0	10.0	10.0	10.0	1.24
487	5648564	2016-01-04	150	2	100.0	10.0	10.0	9.0	9.0	10.0	10.0	0.41
488	4116645	2016-01-04	70	20	92.0	9.0	9.0	10.0	10.0	9.0	9.0	1.36
489	2419879	2016-01-04	300	6	83.0	10.0	9.0	10.0	10.0	10.0	10.0	0.32
490	6425735	2016-01-04	99	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.14
491	8105351	2016-01-04	89	12	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.86
493	3639023	2016-01-04	84	8	93.0	10.0	10.0	10.0	10.0	9.0	9.0	1.18
494	6724599	2016-01-04	97	13	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.93
495	4211629	2016-01-04	116	7	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.51
496	7151924	2016-01-04	150	9	96.0	10.0	10.0	10.0	10.0	10.0	9.0	1.84
497	704764	2016-01-04	110	112	97.0	10.0	10.0	10.0	10.0	10.0	10.0	3.02
498	1796217	2016-01-04	265	12	95.0	10.0	10.0	10.0	10.0	9.0	9.0	0.6
499	4661812	2016-01-04	115	10	88.0	9.0	10.0	9.0	10.0	9.0	9.0	1.39
501	1090307	2016-01-04	109	81	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.48
502	15108	2016-01-04	60	42	86.0	9.0	8.0	10.0	10.0	9.0	9.0	0.77
503	1882316	2016-01-04	249	37	93.0	9.0	10.0	9.0	10.0	9.0	9.0	1.62
504	1095207	2016-01-04	250	2	100.0	10.0	10.0	9.0	10.0	10.0	10.0	0.07
505	1343805	2016-01-04	100	1	91.0	10.0	10.0	10.0	8.0	10.0	8.0	0.04
506	9217150	2016-01-04	74	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.55
507	103920	2016-01-04	235	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.03
508	2215336	2016-01-04	99	4	95.0	10.0	9.0	10.0	10.0	9.0	10.0	0.23
509	1483944	2016-01-04	96	56	92.0	9.0	9.0	9.0	10.0	10.0	10.0	1.97
510	6466129	2016-01-04	92	41	94.0	9.0	9.0	9.0	10.0	10.0	9.0	5.62
511	8536441	2016-01-04	85	6	97.0	9.0	10.0	10.0	10.0	10.0	9.0	2.14
512	6262987	2016-01-04	55	11	96.0	10.0	9.0	10.0	10.0	10.0	9.0	1.51
513	8379081	2016-01-04	55	5	92.0	8.0	8.0	8.0	8.0	10.0	9.0	1.42
514	8365938	2016-01-04	80	1	80.0	10.0	10.0	10.0	10.0	10.0	8.0	0.36
516	132160	2016-01-04	145	135	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.51
517	2033191	2016-01-04	180	55	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.76
520	7243974	2016-01-04	140	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.01
521	6490453	2016-01-04	140	14	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.06
522	4025593	2016-01-04	40	107	97.0	10.0	9.0	10.0	10.0	9.0	10.0	7.02
523	8556103	2016-01-04	145	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
524	955506	2016-01-04	225	22	94.0	10.0	10.0	10.0	10.0	10.0	10.0	0.65
528	261912	2016-01-04	175	28	96.0	10.0	10.0	10.0	10.0	10.0	10.0	0.62
529	368403	2016-01-04	550	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.18
531	5602370	2016-01-04	130	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.25
533	7331079	2016-01-04	300	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.21
534	580182	2016-01-04	79	92	97.0	9.0	9.0	10.0	10.0	10.0	9.0	2.3
535	8152191	2016-01-04	59	11	89.0	9.0	9.0	9.0	10.0	10.0	9.0	2.77
536	103908	2016-01-04	140	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.09
537	783061	2016-01-04	60	34	97.0	10.0	9.0	10.0	10.0	10.0	10.0	0.9
539	4968752	2016-01-04	100	48	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.36
540	14386	2016-01-04	40	30	96.0	10.0	9.0	10.0	10.0	10.0	10.0	0.46
541	7517215	2016-01-04	99	3	93.0	9.0	10.0	8.0	9.0	10.0	10.0	0.63
542	1602421	2016-01-04	45	18	93.0	9.0	9.0	10.0	10.0	10.0	10.0	0.72
543	3821822	2016-01-04	75	78	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.57
544	6073437	2016-01-04	119	25	96.0	9.0	9.0	10.0	10.0	10.0	10.0	3.39
545	7917700	2016-01-04	99	1	80.0	8.0	10.0	10.0	10.0	10.0	8.0	0.22
546	6278181	2016-01-04	225	2	90.0	9.0	8.0	10.0	10.0	10.0	9.0	0.45
547	4279578	2016-01-04	85	47	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.25
549	1796861	2016-01-04	335	14	98.0	10.0	10.0	10.0	10.0	10.0	9.0	0.8
550	4211836	2016-01-04	79	4	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.27
551	4025954	2016-01-04	90	33	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.06
552	6154478	2016-01-04	111	13	94.0	10.0	8.0	10.0	9.0	9.0	9.0	1.74
553	84030	2016-01-04	110	60	88.0	9.0	9.0	10.0	9.0	10.0	9.0	1.04
554	4235559	2016-01-04	325	6	93.0	10.0	10.0	10.0	10.0	10.0	10.0	0.9
555	830948	2016-01-04	85	3	100.0	9.0	10.0	10.0	10.0	9.0	9.0	0.09
556	3468261	2016-01-04	190	7	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.4
560	1145590	2016-01-04	400	8	76.0	8.0	7.0	8.0	9.0	9.0	8.0	0.26
563	3522409	2016-01-04	141	29	94.0	10.0	10.0	9.0	9.0	10.0	9.0	7.63
564	9492873	2016-01-04	85	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.62
565	5534463	2016-01-04	775	9	98.0	10.0	10.0	10.0	10.0	10.0	9.0	0.92
568	5364609	2016-01-04	95	6	97.0	10.0	8.0	10.0	9.0	9.0	10.0	0.57
569	6629132	2016-01-04	122	11	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.62
570	5489676	2016-01-04	170	2	100.0	10.0	8.0	10.0	10.0	10.0	10.0	0.26
571	9347157	2016-01-04	65	4	100.0	9.0	9.0	10.0	10.0	10.0	9.0	3.75
573	8293287	2016-01-04	88	8	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.14
574	910784	2016-01-04	125	132	95.0	10.0	10.0	10.0	10.0	9.0	9.0	4.39
575	7071222	2016-01-04	145	3	93.0	8.0	9.0	10.0	10.0	10.0	9.0	0.6
576	8687716	2016-01-04	275	2	100.0	9.0	10.0	10.0	10.0	9.0	10.0	0.71
577	7430679	2016-01-04	60	7	94.0	9.0	10.0	9.0	9.0	9.0	9.0	1.4
578	180939	2016-01-04	95	93	94.0	10.0	10.0	10.0	10.0	9.0	10.0	1.72
579	6884604	2016-01-04	140	24	88.0	10.0	10.0	10.0	10.0	9.0	9.0	3.91
580	7397476	2016-01-04	250	7	97.0	9.0	10.0	9.0	10.0	10.0	10.0	1.41
581	1063855	2016-01-04	225	11	95.0	9.0	10.0	10.0	10.0	9.0	9.0	0.36
584	2800448	2016-01-04	65	16	94.0	10.0	10.0	10.0	10.0	8.0	9.0	2.77
585	9076287	2016-01-04	78	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.46
586	7462439	2016-01-04	59	1	80.0	10.0	10.0	10.0	10.0	10.0	8.0	0.18
588	2966415	2016-01-04	55	27	90.0	9.0	9.0	9.0	9.0	9.0	9.0	1.35
589	4639465	2016-01-04	129	14	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.12
590	7402190	2016-01-04	65	28	96.0	10.0	10.0	10.0	10.0	9.0	10.0	4.97
592	5670781	2016-01-04	160	15	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.9
593	1905473	2016-01-04	75	6	88.0	10.0	8.0	9.0	10.0	8.0	9.0	0.31
594	7266662	2016-01-04	80	10	98.0	10.0	10.0	10.0	9.0	9.0	10.0	1.94
596	7401854	2016-01-04	95	8	94.0	10.0	10.0	9.0	10.0	9.0	9.0	1.75
597	5174876	2016-01-04	85	54	98.0	10.0	10.0	10.0	10.0	9.0	10.0	5.38
598	1256883	2016-01-04	99	66	89.0	9.0	9.0	9.0	10.0	9.0	9.0	2.19
599	8072850	2016-01-04	90	2	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.5
600	6706377	2016-01-04	73	6	92.0	10.0	9.0	10.0	10.0	9.0	10.0	0.94
602	2995996	2016-01-04	170	27	96.0	10.0	9.0	10.0	10.0	10.0	9.0	1.49
603	6674408	2016-01-04	48	45	99.0	10.0	10.0	10.0	10.0	10.0	10.0	6.43
604	6801095	2016-01-04	90	8	98.0	10.0	10.0	10.0	10.0	10.0	9.0	1.64
605	143704	2016-01-04	82	181	95.0	9.0	10.0	10.0	10.0	9.0	9.0	3.29
607	3727017	2016-01-04	199	3	100.0	10.0	9.0	10.0	10.0	9.0	9.0	0.19
608	789966	2016-01-04	105	56	96.0	10.0	10.0	10.0	10.0	9.0	9.0	1.6
609	6864319	2016-01-04	250	1	80.0	8.0	6.0	10.0	10.0	8.0	4.0	0.22
610	1539463	2016-01-04	75	30	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.1
613	1956553	2016-01-04	95	54	96.0	10.0	9.0	10.0	10.0	9.0	10.0	2.41
614	7396508	2016-01-04	150	10	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.19
615	6272065	2016-01-04	65	12	90.0	9.0	8.0	10.0	10.0	9.0	9.0	1.6
616	7072218	2016-01-04	120	8	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.36
617	7075948	2016-01-04	300	1	100.0	10.0	10.0	10.0	10.0	10.0	8.0	0.23
618	7543458	2016-01-04	89	25	98.0	10.0	10.0	10.0	10.0	10.0	10.0	5.32
619	3769336	2016-01-04	109	46	95.0	10.0	10.0	10.0	10.0	9.0	10.0	2.77
620	8666707	2016-01-04	75	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.64
621	7205443	2016-01-04	99	10	84.0	9.0	9.0	9.0	9.0	8.0	8.0	1.69
622	193371	2016-01-04	150	25	97.0	10.0	10.0	10.0	10.0	10.0	9.0	0.62
623	9957555	2016-01-04	175	2	100.0	10.0	10.0	10.0	10.0	9.0	9.0	2.0
624	6795678	2016-01-04	120	27	98.0	10.0	10.0	10.0	10.0	9.0	9.0	4.11
625	9300972	2016-01-04	45	1	100.0	10.0	8.0	10.0	10.0	8.0	10.0	1.0
626	8047522	2016-01-04	150	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.01
628	6576006	2016-01-04	50	12	98.0	10.0	10.0	10.0	10.0	10.0	10.0	7.2
629	7971334	2016-01-04	129	28	88.0	9.0	9.0	10.0	10.0	9.0	9.0	6.22
630	1984962	2016-01-04	295	22	96.0	9.0	10.0	10.0	10.0	9.0	9.0	1.07
631	9292039	2016-01-04	99	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.77
632	6661617	2016-01-04	175	17	95.0	10.0	10.0	10.0	10.0	10.0	9.0	2.52
633	8848854	2016-01-04	150	1	80.0	10.0	10.0	10.0	10.0	8.0	8.0	0.77
634	3251069	2016-01-04	109	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.32
635	4111137	2016-01-04	85	15	95.0	10.0	9.0	10.0	10.0	10.0	10.0	1.28
636	4760472	2016-01-04	80	35	94.0	10.0	10.0	10.0	10.0	9.0	9.0	3.58
638	3293438	2016-01-04	85	88	98.0	10.0	10.0	10.0	10.0	9.0	10.0	4.63
639	9210978	2016-01-04	200	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.48
640	3319386	2016-01-04	169	42	97.0	10.0	10.0	10.0	10.0	10.0	9.0	2.34
641	7717813	2016-01-04	130	13	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.6
642	5578943	2016-01-04	79	36	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.37
643	7660932	2016-01-04	125	11	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.19
644	4271221	2016-01-04	80	78	97.0	10.0	10.0	10.0	10.0	10.0	10.0	5.35
645	6358605	2016-01-04	66	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.88
646	1439237	2016-01-04	97	58	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.98
647	7775167	2016-01-04	58	11	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.21
650	8425013	2016-01-04	350	3	93.0	9.0	10.0	8.0	9.0	9.0	9.0	0.9
651	6925807	2016-01-04	375	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.2
652	7400955	2016-01-04	240	3	93.0	9.0	9.0	10.0	10.0	10.0	9.0	0.58
654	6292452	2016-01-04	250	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.15
656	413733	2016-01-04	125	31	99.0	10.0	10.0	10.0	10.0	10.0	10.0	5.08
657	8783900	2016-01-04	155	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.68
658	639130	2016-01-04	195	2	80.0	9.0	7.0	8.0	9.0	10.0	10.0	0.37
659	2484067	2016-01-04	69	29	96.0	9.0	10.0	10.0	10.0	10.0	10.0	1.41
660	3533112	2016-01-04	200	12	93.0	9.0	10.0	10.0	10.0	8.0	9.0	0.7
661	2249292	2016-01-04	75	63	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.81
663	6133354	2016-01-04	135	26	95.0	9.0	10.0	10.0	10.0	9.0	9.0	3.24
664	7987836	2016-01-04	85	2	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.63
665	9910025	2016-01-04	110	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
666	7364024	2016-01-04	110	10	94.0	10.0	9.0	10.0	10.0	9.0	10.0	1.88
667	9362082	2016-01-04	250	1	100.0	10.0	8.0	10.0	10.0	10.0	10.0	1.0
668	8847108	2016-01-04	85	11	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.23
669	7462428	2016-01-04	50	11	89.0	10.0	9.0	9.0	9.0	9.0	9.0	2.04
670	4370312	2016-01-04	78	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	4.0
671	4053972	2016-01-04	95	65	94.0	10.0	10.0	10.0	10.0	10.0	10.0	4.05
672	6209191	2016-01-04	95	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.88
674	6412858	2016-01-04	175	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.61
675	3987838	2016-01-04	90	19	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.34
676	7027507	2016-01-04	68	1	100.0	10.0	10.0	10.0	10.0	8.0	10.0	0.24
